Year,State,District,Reg.No,Donor_s_no,Donor_Name,Donor_type,Donor_Address,Purpose,Amount (INR)
2017-2018,Delhi,Delhi,231661605,8,TIMELESS CHARITY FOUNDATION COMPANY LTD,Institutional,"32F NEW WORLD TOWER 18 QUEEN S ROAD CENTRAL HONGKONG , Hong Kong, Email Id: , Website Address :",Religious,6422823
2017-2018,Delhi,Delhi,231661605,9,Charitable Association,Institutional,"Leopoldstr. 27 76337 Waldbronn Germany , Germany , Email Id: , Website Address :",Educational,1576052
2017-2018,Delhi,Delhi,231661605,10,TIMELESS CHARITY FOUNDATION COMPANY LTD,Institutional,"32F NEW WORLD TOWER 18 QUEEN S ROAD CENTRAL HONGKONG , Hong Kong, Email Id: , Website Address :",Religious,3845100
2017-2018,Delhi,Delhi,231661605,11,CHUANG KITCHELL KATIJA FATOOMA AND CHUANG TSOI HUNG TOMMY,Institutional,"HOUSE NO 309 ELEGANT GARDEN 189 LONGXI RD SHANGHAI 200336 CHINA , China, Email Id: , Website Address :",Religious,3256476
2017-2018,Delhi,Delhi,231661605,12,Wisdom Foundation,Institutional,"12 Bodhi Path Natural Bridge Virginia USA 24578 , United States of America, Email Id: , Website Address :",Educational,94620
2017-2018,Delhi,Delhi,231661605,13,Karmapa Indo Tibetology School EV,Institutional,"Leopoldstr  Waldbronn Germany 2776337 , Germany , Email Id: , Website Address :",Religious,3158933
2017-2018,Delhi,Delhi,231661605,14,TIMELESS CHARITY FOUNDATION COMPANY LTD,Institutional,"32F NEW WORLD A TOWER 18 QUEEN S ROAD CENTRAL HONGKONG  , Hong Kong, Email Id: , Website Address :",Educational,6430750
2017-2018,Delhi,Delhi,231661605,15,Karmapa Indo Tibetology School EV,Institutional,"e m Leopoldstr  Waldbronn Germany 2776337 , Germany , Email Id: , Website Address :",Educational,4625251
2017-2018,Delhi,Delhi,231661605,16,Timeless Charity Foundation Company,Institutional,"o HOUSE NO 32F New World Tower 18Queen s Road Central Hong Kong , Hong Kong, Email Id: , Website Address :",Religious,6459750
2017-2018,Delhi,Delhi,231661605,17,Wisdom Foundation,Institutional,"12 Bodhi Path Natural Bridge Virginia USA 24578 , United States of America, Email Id: , Website Address :",Educational,189510
2017-2018,Delhi,Delhi,231661605,18,r t Timeless Charity Foundation Csompany i,Institutional,"HOUSE NO 32F New World Tower 18Queen s Road Central Hong Kong , Hong Kong, Email Id: , Website Address :",Social,3222875
2017-2018,Delhi,Delhi,231661605,19,n i MTimeless Charity Foundation Company,Institutional,"HOUSE NO 32F New World Tower 18Queen s Road Central Hong Kong , Hong Kong, Email Id: , Website Address :",Religious,8729500
2017-2018,Delhi,Delhi,231661605,20,Timeless Charity Foundation Company,Institutional,"HOUSE NO 32F New World Tower 18Queen s Road Central Hong Kong , Hong Kong, Email Id: , Website Address :",Religious,12859500
2017-2018,Delhi,Delhi,231661605,21,Timeless Charity Foundation Company,Institutional,"HOUSE NO 32F New World Tower 18Queen s Road Central Hong Kong , Hong Kong, Email Id: , Website Address :",Religious,12843500
2017-2018,Delhi,Delhi,231661605,22,Wisdom Foundation,Institutional,"12 Bodhi Path Natural Bridge Virginia USA 24578 , United States of America, Email Id: , Website Address :",Educational,192480
2017-2018,Delhi,Delhi,231660945,1,National Taiwan University,Institutional,"National Taiwan University, Taipei, Taiwan , Taiwan, Email Id: cyshih@ntu.edu.tw, Website Address : http://www.ntu.edu .tw",Educational,260442
2017-2018,Delhi,Delhi,231661207,1,Alfred Mathias,Individual,"Hage , Germany , Email Id: , Website Address :",Educational,38934
2017-2018,Delhi,Delhi,231661207,2,r t AMERICA WORLD s ADOPTION ASSOCIATION i,Institutional,"6723, WITTIER AVE, st 406 , MCLEAN , VA 22101 -4533, US , United States of America, Email Id: , Website Address :",Social,90820
2017-2018,Delhi,Delhi,231661207,3,n i MAmit Ramesh Bhatia,Individual,"9 Nathan Road, #11-03 Regency Park. Singpaore- 248730 , Singapore, Email Id: , Website Address :",Social,497864
2017-2018,Delhi,Delhi,231661207,4,Asha for Education,Institutional,"340 S Lemon Ave Ste 2742 Walnut CA91789 , United States of America, Email Id: , Website Address :",Educational,1691000
2017-2018,Delhi,Delhi,231661207,5,ASHISH NIJHAWAN,Individual,"LEVEL 26(2601- 2606), JUMEIRAH BAY TOWER-XZ, JLT, PO BOX 26731, DUBAI UAE , United Arab Emirates, Email Id: , Website Address :",Social,414222
2017-2018,Delhi,Delhi,231661207,6,Avinash Raina Foundation,Institutional,"2378 Pheasant Run Cir Stockton CA 95207 USA , United States of America, Email Id: , Website Address :",Educational,638355
2017-2018,Delhi,Delhi,231661207,7,Bhlaw pty ltd trading,Individual,"522, Kiewa Street, Albury NSW 2640 (PO Box 58), Enterprise House. 3 Stanley Street, Wodonga VIC 3690 , Australia, Email Id: , Website Address :",Social,24849
2017-2018,Delhi,Delhi,231661207,8,FFIA,Institutional,"Vadursgatan 5, 41250 Goteborg, Vaxel , Sweden, Email Id: , Website Address :",Social,435409
2017-2018,Delhi,Delhi,231661207,9,FOOD SECURITY FOUNDATION INDIA,Institutional,"D2 Naveen Shahdra East Delhi ND32 , India, Email Id: , Website Address :",Educational,597030
2017-2018,Delhi,Delhi,231661207,10,I Partner INDIA,Institutional,"Impact Hub Islingbos 27 Dingley place London FCIV8BR , United Kingdom, Email Id: , Website Address :",Social,1180719
2017-2018,Delhi,Delhi,231661207,11,LE FOND DES HIRONDELLES,Institutional,"2 Bis Rue De Verdun- 64320 Bizanos-France , France, Email Id: , Website Address :",Educational,128229
2017-2018,Delhi,Delhi,231661207,12,Odile M H Lady Slynn,Individual,"8, Crane Grove, London N78LE, UK , United Kingdom, Email Id: , Website Address :",Social,298803
2017-2018,Delhi,Delhi,231661207,13,Partnership for Change Jacqueline,Institutional,"The Presidio of San Francisco P.O. Box 29455 San Francisco, CA 94129 , United A States of America, Email Id: , Website Address :",Social,188758
2017-2018,Delhi,Delhi,231661207,14,Shtompel Natalia,Individual,"e Moscow, Universitetskyi m prospekt 23, building 3, apt 101 , Russia, Email Id: , Website Address :",Social,103348
2017-2018,Delhi,Delhi,231661207,15,Shyam Ramchandani,Individual,"o PO BOX 860 PORT OF SPAIN TRINIDAD WEST INDIES , Trinidad and Tobago, Email Id: , Website Address :",Educational,64345
2017-2018,Delhi,Delhi,231661207,16,The First Principle LLC,Institutional,"4018B Via Diego, Santa Barbara, California 93110 , United States of America, Email Id: , Website Address :",Social,95368
2017-2018,Delhi,Delhi,231661207,17,r t Tide Foundation s i,Institutional,"55, Exchange place , New york-10005 , United States of America, Email Id: , Website Address :",Educational,1292239
2017-2018,Delhi,Delhi,231661207,18,n TiHE HANS FOUNDATION,Institutional,"C 301, 3rd Floor, Ansal Plaza, Khel Gaon New delhi , India, Email Id: , Website Address :",Educational,11036662
2017-2018,Delhi,Delhi,231661207,19,M Chandra Kumar,Individual,"Chandra K Gujadhur FC TEPChairman and co-founderApex Fund Services Mauritius Ltd 4th Floor Raffles Tower19 Cybercity Ebene 72201 Mauritius , Mauritius, Email Id: , Website Address :",Social,549889
2017-2018,Delhi,Delhi,231661207,20,Goldsack Lesley,Institutional,"Fryermayne Farm, Broadmayne, Dorchester, Dorset, D2 8EX, England , United Kingdom, Email Id: , Website Address :",Educational,86925
2017-2018,Delhi,Delhi,231661207,21,CAF CHARITIES AIDS FOUNDATION,Institutional,"PLOT NO 2, 1st FLOOR, SECTOR-C ( OFC POCKET), NELSON MANDELA MARG, VASANT KUNJ, NEW DELHI- 110070 , India, Email Id: , Website Address :",Social,1122322
2017-2018,Delhi,Delhi,231661207,22,Elara Foundation,Institutional,"Elara Capital Plc - 29, Marylebone Road,London, NW1 5JX. U.K , United Kingdom, Email Id: , Website Address :",Social,300000
2017-2018,Delhi,Delhi,231661207,23,Amita Chumber,Individual,"2144 Brightstar Place stockton, California- 95209 , United States of America, Email Id: , Website Address :",Educational,45688
2017-2018,Delhi,Delhi,231661627,1,THE BRITISH SCHOOL OF r BARCELONA SA t s i,Institutional,"Plaza Dr. Letamendi, 1 -2, 4 planta,08007 BARCELONA,A5812 9107 Spain , Spain, Email Id: billing@bsb.edu.es, Website Address : https://www.britishsch oolbarcelona.com",Social,72149
2017-2018,Delhi,Delhi,231661627,2,n i Global Interfaith M WASH Alliance,Institutional,"Parmarth Niketan, PO Swargashram, Suite 175 Rishikesh Uttarakhand,249304 , India, Email Id: support@washalliance. org, Website Address : http://washalliance.org/",Social,1251594
2017-2018,Delhi,Delhi,231661627,3,Delegation of The European Union to Thailand,Institutional,"Athenee Tower, 10th Floor, 63 Wireless Road, Lumpini Pathumwan, Bangkok 10330 Thailand , Thailand, Email Id: delegation- thailand@eeas.europa.e u, Website Address : https://eeas.europa.eu/d elegations/thailand_en",Social,10951551
2017-2018,Delhi,Delhi,231661627,4,HENNES AND MAURITZ RETAIL PRIVATE LIMITED,Institutional,"A Wing, 2nd floor, D- 3, District Centre, Saket, New Delhi - 110017 , India, Email Id: Elin.Astrom@hm.com, Website Address : http://www2.hm.com",Social,570000
2017-2018,Delhi,Delhi,231661627,5,The Institute Development Studies,Institutional,"Brighton,BN1 9RE,UK , United Kingdom, Email Id: S.Townsend@ids.ac.uk , Website Address : http://www.ids.ac.uk",Social,191250
2017-2018,Delhi,Delhi,231661627,6,KEITH GOYDEN,Individual,"120 N. 101ST ST,SEATTLE  WA 98133,52D:BOEING EMPLOYEES CREDIT UNION,TUKWILA, WASHINGTON ,US , United States of America, Email Id: keith.goyden@gmail.c om, Website Address :",Social,70583
2017-2018,Delhi,Delhi,231661627,7,The Hong Kong and Shangai Banking Corporation Limited,Institutional,"52/60 Mahatma Gandhi Road, Fort, Mumbai 400 001 , India, Email Id: barkha.jolly@hsbc.co.i n, Website Address : https://www.hsbc.co.in",Social,67458722
2017-2018,Delhi,Delhi,231661627,8,Bank of America Continuum India Pvt. Ltd.,Institutional,"Unit No-II, Ground to 5th Floor, Tower-A, Building-8, Gurgaon Info space Ltd, SEZ, Sec-21, Dundahera, Gurugram, Haryana, India 122001 , India, Email Id: darpan.batra@bofa.co m, Website Address : https://www.bankofam erica.com/",Social,18848170
2017-2018,Delhi,Delhi,231661627,9,WaterAid America,Institutional,"A 233 Broadwa y 2705, New York,e NY 10279, USA , United States of Amerimca, Email Id: WaterAidAmerica@wa teraid.org, Website oAddress : http://www.wateraidam erica.org",Social,77518965
2017-2018,Delhi,Delhi,231661627,10,Wateraid Sweden,Institutional,"WaterAid, Hannebergsgatan 33, 171 68 Solna , Sweden, Email Id: info@wateraid.se, Website Address : https://www.wateraid.o rg/se",Social,288113
2017-2018,Delhi,Delhi,231661627,11,WaterAid Japan r t s i n,Institutional,"10-6 Lawrence Noda 2 - chome Sumida ku Tokyo, Tokyo 130 - 0026 , Japan, Email Id: info- japan@wateraid.org, Website Address : http://www.wateraid.or g",Social,3564813
2017-2018,Delhi,Delhi,231661627,12,i M Wateraid UK,Institutional,"47-49 Duram Street London SE11 5JD UK , United Kingdom, Email Id: Wateraid@wateraid.or g, Website Address : https://www.wateraid.o rg/uk/",Social,242840087
2017-2018,Delhi,Delhi,231661627,13,Jiecheng Zhang,Individual,"China , China, Email Id: zjiecheng@gmail.com, Website Address :",Social,50000
2017-2018,Delhi,Delhi,231661627,14,Water Aid Australia,Institutional,"Level 9, 176 Wellington Parade, East Melbourne, VIC 3002 Australia , Australia, Email Id: katie.hunt@wateraid.or g.au, Website Address : http://www.wateraid.or g",Social,102513
2017-2018,Delhi,Delhi,231661627,15,Eawag,Institutional,"Uberland Str. 133, 8600 Dubendorf, Switzerland , Switzerland, Email Id: info@eawag.ch, Website Address : http://www.eawag.ch",Social,8372101
2017-2018,Delhi,Delhi,231660757,1,SUNIL AND NITA WADHWANI r FAMILY FOUNDATIONt s i,Institutional,"1110 MERIDIAN DRIVE, PRESTO, PENNSYLVANIA, USA 15142 , United States of America, Email Id: SWADHWANI@SWA T-CAPITAL.COM, Website Address :",Social,105148505
2017-2018,Delhi,Delhi,231660757,2,n i INDIA HEALTH M ACTION TRUST,Institutional,"404 Ratan Square 20AVidhan Sabha Marg Lucknow UP , India, Email Id: , Website Address :",Social,1750000
2017-2018,Delhi,Delhi,231660757,3,UNITED WAY OF DELHI,Institutional,"2/27, GF, SARVAPRIYA VIHAR, NEW DELHI - 110016 , India, Email Id: SGOLWALKAR@UN ITEDWAYDELHI.OR G, Website Address :",Social,2262232
2017-2018,Delhi,Delhi,231660757,4,USAID INDIA,Institutional,"C/o AMERICAN EMBASSY, SHANTIPATH, CHANAKYA PURI, NEW DELHI 110021 , India, Email Id: INDIARFMO@USAI D.GOV, Website Address : http://www.usaid.gov/i n",Social,16882545
2017-2018,Delhi,Delhi,231660732,1,PETA FRANCE,Institutional,"BP 90316, 75464 Paris Cedex 10 , France, Email Id: info@petafrance.co m, Website Address : http://www.petafra nce.com",Social,916450
2017-2018,Delhi,Delhi,231660732,2,PETA foundation,Institutional,"PO Box 70315, London N1P 2RG , United Kingdom, Email Id: Info@peta.org.uk, Website Address : http://www.peta.or g.uk",Social,4304613
2017-2018,Delhi,Delhi,231660732,3,PETA AUSTRALIA PTY LTD,Institutional,"PO Box 20308, World Square, Sydney NSW 2002 , Australia, Email Id: info@peta.org.au, Website Address : http://www.peta.or g.au",Social,1363198
2017-2018,Delhi,Delhi,231660732,4,People for the Ethical Treatment of Animals,Institutional,"501, Front Street, Norfolk, Virginia 23510, USA , United States of America, Email Id: info@peta.org, Website Address : http://www.peta.or g",Social,35825568
2017-2018,Delhi,Delhi,231660880,1,Lockheed Martin Corporation r t s,Institutional,"6801 Rockledge Drive Bethesda Maryland USA 20617 , United States of America, Email Id: Prakash.m.sesha@lmco .com, Website Address :",Educational,31112304
2017-2018,Delhi,Delhi,231660880,2,i n INTEL i FOUNDATION M,Institutional,"5200 NE Elam Young Parkway Hillsboro, or 97124 , United States of America, Email Id: intel.foundation@intel. com, Website Address :",Educational,3234890
2017-2018,Delhi,Delhi,231660880,3,University of Southern California,Institutional,"3650 McClintock Ave,OHE -332 Los Angeles, CA 90089- 1454 , United States of America, Email Id: raghu@vsoe.usc.edu, Website Address :",Educational,732603
2017-2018,Delhi,Delhi,231661478,1,Development Associates r International t,Institutional,"Suite 120-A, 13710 Struthers Road, Colorado Springs, CO 80921 , United States of America, Email Id: , Website Address :",Educational,3997490
2017-2018,Delhi,Delhi,231650876,1,ARROW r t s,Institutional,"Nos. 1 AND 2, Jalan Scott, Brickfields, 50470 Kuala Lumpur , Malaysia, Email Id: arrow@arrow.org.my, Website Address : http://www.arrow.org. my",Educational,36627
2017-2018,Delhi,Delhi,231650876,2,i n JANARDAN MENON i M,Individual,"ROPEMAKER STREET LONDON , United Kingdom, Email Id: janardan.menon@liber um.com, Website Address :",Educational,104259
2017-2018,Delhi,Delhi,231650876,3,India Development Service,Institutional,"P.O. Box 980Chicago IL 60690 , United States of America, Email Id: info@idsusa.org, Website Address : http://idsusa.org/",Educational,463598
2017-2018,Delhi,Delhi,231650876,4,VSO INDIA TRUST,Institutional,"4th Floor, 7, Institutional Area Phase II Vasant Kunj, New Delhi  Delhi  110 070 , India, Email Id: infovsoindia@vsoint.or g, Website Address : http://www.vsoindiatru st.org/",Educational,37689510
2017-2018,Delhi,Delhi,231650876,5,VICTORIYA UNIVERSITY,Institutional,"PO Box 14428Australia Melbourne Victoria 8001 , Australia, Email Id: , Website Address : https://www.vu.edu.au/",Educational,165271.71
2017-2018,Delhi,Delhi,231650876,6,Paul Hamlyn Foundation,Institutional,"5  11 Leeke Street London WC1X 9HY , United Kingdom, Email Id: information@phf.org.u k, Website Address : http://www.phf.org.uk/",Educational,3635305
2017-2018,Delhi,Delhi,231650876,7,Unniti Foundation,Institutional,"140 Sunder Nagar, 2nd Floor, New Delhi- 110003 , India, Email Id: , Website Address : http://www.unnitifound ation.org",Educational,291177
2017-2018,Delhi,Delhi,231650876,8,International Center for Research on Women,Institutional,"C 59 South Extension Part 2 New Delhi 110049 , India, Email Id: sfanda@icrw.org, Website Address : https://www.icrw.org",Educational,1813808
2017-2018,Delhi,Delhi,231650876,9,Misereor,Institutional,"Postfach 10 15 45 52015 Aachen Deutschland , Germany , Email Id: Stephan.Muerkens@mi sereor.de, Website Address : http://www.misereor.or g/",Educational,4712420
2017-2018,Delhi,Delhi,231650876,10,DKA Austria,Institutional,"A Wilhelminenstrasse 91/11f, 1160   Wien/Austria, e EUROPE , Austria, Email Id: m office@dka.at, Website Address : https://www.dka.at",Educational,1402255
2017-2018,Delhi,Delhi,231650876,11,ComMutiny The Youth Collective,Institutional,"o 11/8, 1st Floor, Nehru Enclave East, Kalkaji, New Delhi-110019 , India, Email Id: youthcollective.commu tiny@gmail.com, Website Address : http://www.commutiny .in/",Educational,316096
2017-2018,Delhi,Delhi,231650876,12,Charities Aid Foundation India r t s i n,Institutional,"Plot Site No 2 First Floor Sector C   OFC Pocket  Nelson Mandela Marg  Vasant Kunj New Delhi 110070 , India, Email Id: krithika.ram@cafindia. org, Website Address : http://cafindia.org/",Educational,5456344
2017-2018,Delhi,Delhi,231650876,13,i MAustralian Volunteers International,Institutional,"71 Argyle St, (P.O. Box 350), Fitzroy, Victoria 3065 , Australia, Email Id: TRowe@australianvolu nteers.com, Website Address : http://www.australianv olunteers.com/",Educational,2944268
2017-2018,Delhi,Delhi,231650876,14,American Jewish World Service,Institutional,"45 West 36th Street New York, NY 10018 , United States of America, Email Id: rvedula@ajws.org, Website Address : https://ajws.org/",Educational,4379550
2017-2018,Delhi,Delhi,231650876,15,ARROW,Institutional,"Nos. 1 AND 2, Jalan Scott, Brickfields, 50470 Kuala Lumpur , Malaysia, Email Id: arrow@arrow.org.my, Website Address : http://www.arrow.org. my",Educational,186519
2017-2018,Delhi,Delhi,231650654,1,Mr.A Singh r t,Individual,"4392 Weeping Willow Drive, Mississauga, ON L5V 1J9 CANADA , Canada, Email Id: , Website Address :",Educational,238635
2017-2018,Delhi,Delhi,231661394,1,Arvind Thapar r t s,Individual,"12306 Seward St Omaha NE 68154 USA United States of America , United States of America, Email Id: athapar@yahoo.com, Website Address :",Social,29666.4
2017-2018,Delhi,Delhi,231660801,1,The Heinrich Boll Foundation r,Institutional,"Schumannstr8,10117, Berlin , Germany , Email Id: , Website Address :",Cultural,1199923
2017-2018,Delhi,Delhi,231660162,1,Swechha We for Change Foundation,Institutional,"R-84, Khirki Extension, Malviya Nagar, New Delhi - 110017 , India, Email Id: , Website Address :",Educational,44000
2017-2018,Delhi,Delhi,231660162,2,Swechha We for Change Foundation,Institutional,"R-84, Khirki Extension, Malviya Nagar, New Delhi - 110017 , India, Email Id: , Website Address :",Educational,50000
